hgnc_symbol,Ep26.JAK1.E139K.1,Ep26.JAK1.E139K.2,Ep26.JAK1.E139K.3,Ep26.JAK1.S703I.1,Ep26.JAK1.S703I.2,Ep26.JAK1.S703I.3,Ep26.JAK1.WT.1,Ep26.JAK1.WT.2,Exp21.JAK1.E139K.1,Exp21.JAK1.E139K.2,Exp21.JAK1.E139K.3,Exp21.JAK1.S703I.1,Exp21.JAK1.S703I.2,Exp21.JAK1.S703I.3,Exp21.JAK1.WT.1,Exp21.JAK1.WT.2,Exp21.JAK1.WT.3,Exp25.JAK1.E139K.1,Exp25.JAK1.E139K.2,Exp25.JAK1.E139K.3,Exp25.JAK1.S703I.1,Exp25.JAK1.S703I.2,Exp25.JAK1.S703I.3,Exp25.JAK1.WT.1,Exp25.JAK1.WT.2,Exp25.JAK1.WT.3
SLC6A15,5.50759135934485,5.19123964749454,5.45132861560409,5.27428973287683,5.31233458032001,5.2034938167181,5.46135338157332,5.30804555260848,5.60231385778988,6.10230622196441,5.85918177022478,5.80572142568041,6.20189263135819,5.62501930597167,5.88318801421905,5.9025203752035,5.7040629419926,5.80996931784027,5.72833335248323,5.44261836245766,5.55463277583199,5.75100916586192,5.80751599721844,5.6624840459146,5.53496677512499,5.60959568072208
RDH11,6.71248683387963,6.64734493724939,6.61434276701999,6.60968135803021,6.51927576558527,6.72900685371227,6.62255176211292,6.40769362792127,6.90666128134045,7.12414841974469,7.09553049485751,7.13099471794251,7.08192124837522,6.9853641286076,6.99307451339562,7.0687007463211,6.87438050412497,7.17235079796955,7.15133257926039,7.0843200951452,7.17278749724291,7.25368481908788,7.14261683329953,7.0789298508991,7.22839833579181,7.1294114917097
PRKACA,5.87919462183787,5.52538667056458,5.77029868874108,5.9790734753758,5.82095561553994,5.72707981889588,5.90524240298086,5.7276232589135,5.87545089322955,5.91166508751267,5.60482983372549,5.94305689064056,5.82199947073322,5.92795645702602,5.40643963042592,5.81603694626757,5.99701320877563,5.7902410784322,5.81246298250135,5.7895430624054,5.79410971256016,5.66780848426261,5.90415033466895,5.67001153954805,5.63292198406321,5.5956417171936
ADGRL1,6.91856711843065,6.46458572052486,6.7770834932749,6.8076277051117,6.9177240606564,6.44234380200384,6.92752771741837,6.85458327659608,6.56601180451496,6.60362817276657,6.61754673346286,6.55467330057797,6.37373958141117,6.79093871636632,6.84153610878152,6.78563494535863,6.66448498121226,6.60851087443207,6.45020229266786,6.47792658463423,6.5367850249799,6.32908082479496,6.4208823159088,6.33191396796385,6.22919555723529,6.50464499422373
ACTN1,9.33089933498712,9.25081525955991,9.24524742969253,9.16220987875184,9.30474166901359,9.15826306018035,9.21900528522042,9.26041279447166,9.22203231080094,9.30270972148196,9.14581704987298,9.32176729338685,9.26357804264986,9.28133146318556,9.26530238296365,9.43910566483055,9.34730013645569,9.29435386581824,9.36649899225675,9.32394273652569,9.33066888369058,9.41014080234673,9.395359746797,9.30395187716018,9.27502764778005,9.21297093568759
ZFYVE26,4.86186503685823,5.16707956221412,5.17763857141809,5.11196733762307,5.22892526415068,5.15434859462422,5.25736441075086,4.9942621672111,5.00147932242778,5.36082296669775,5.1276887034877,4.58253414048488,4.35789327930319,5.1233867978992,5.15872031013394,4.87964651349338,5.08875431035417,4.9581590988846,4.54590989536311,4.66183834398763,4.53189062638842,4.66775162696494,4.93970640473759,4.64170475602969,4.44695043577923,5.10700872951864
EPN2,5.37606359496611,5.44648305535356,5.4675816340423,5.36385270553692,5.45589154156056,5.25507842740907,5.36400800391261,5.5880606147733,5.80748398863219,5.71786542725075,5.74938682380547,5.87704903242963,5.57792691101208,5.95073120833575,5.90507854324248,5.80474661350394,5.73364122313941,5.67689946297594,5.97397910351733,5.98059425849599,5.89882661919257,5.83905135152241,6.0116774261501,5.79564714361389,5.71683789011931,5.7871026787112
PTPN18,4.68698598613875,4.79977679398186,4.38569805633757,4.46723856036095,4.72260380684714,4.32649810882667,4.91218230196921,4.54551538274442,4.81310404222567,4.61272261961543,4.38751438184812,4.61580497342537,4.68356975138141,4.60968057347093,4.72643526414343,5.03025194517467,4.30752504501347,4.11031857999518,4.00385156603439,3.80546988216564,4.18548346091343,4.13563797154438,3.798615156638,4.12339481628918,4.04851199380744,3.76026078335077
LIMS2,3.2450590007186,3.28850725446719,3.12338723089485,2.80639642010582,3.24809281473568,2.97098710997206,2.93755262090807,3.36633150698003,3.10763830019543,3.0456646625431,3.26390166089186,3.32812085808157,3.03497170867029,3.38989533016823,3.02365342124803,3.15716169806128,3.28986551298477,3.46629968282093,3.33526607462089,3.4160644459834,3.53168883438159,3.65297912826758,3.75875340266454,3.34887359917702,3.17076127904792,3.56490780324761
SPEG,7.05047270221024,6.89170502345045,6.96546088779263,7.04451582196672,7.04314514150726,6.8685406654821,7.05092038841632,7.02310917867837,7.3035460620722,7.38676063144457,7.33234274967785,7.1519909088183,7.02286735530842,7.2521795844811,7.50569833102645,7.4158903337201,7.30409321989633,6.46678738133441,6.18968117160597,5.8198841738591,6.20286741937491,6.21108337688864,6.42255603678946,6.37902057745928,6.40323731418095,6.24191825020949
LNX1,1.35015883159224,1.93847228555645,2.09905622812476,2.13084589204634,2.13740920843982,1.90179272423878,1.51198335357002,2.02071331829215,2.15501837848551,2.5243087182205,2.03806002744016,2.23875752800672,1.86939305979919,2.07121383835181,2.02461893669606,1.8986903857811,2.32092312248753,1.74110756903037,1.12276742402596,1.34203625196641,1.49824586162862,1.67406406469387,0.910278837206327,1.47720193188656,1.85435040249217,1.34763035505868
ALDH3A2,4.52758608667593,4.45276171087576,4.17253873250599,4.81974476700617,4.73881727527129,3.65563935279653,4.69787772480274,4.76189754020572,4.70091417101293,4.73407091410349,4.90548886161632,4.98113391272569,5.21467213552439,4.7457210026605,4.59662585926515,4.99184337443644,4.66060139772361,4.53007404492596,5.00117489007347,4.29047728550287,4.53769226415997,4.88080600100657,4.52176665788964,4.37042598900382,4.44334884211426,4.42507759517003
TFRC,9.57505363336157,9.53235281218091,9.6000107866221,9.65925660403957,9.64703841563279,9.637222267607,9.75412342245723,9.74912631446369,9.30273326378275,9.05265772980065,9.14843998992247,9.11869593629217,9.25790443640174,9.2668957060656,9.33087700151847,9.34978633304563,9.47946835210591,8.89884629676717,8.43309402767425,8.73419742555344,8.59069341891397,8.38745280326295,8.56140387955964,8.82370832331317,8.40939550230433,8.56894500094499
SREBF1,7.1810712916593,7.26453718888479,7.30781939172212,7.25116741832982,7.36797467271462,7.22962252974237,7.39198388367441,7.47169502236744,7.34862466328741,7.05443111285157,7.23404056950371,7.23701979854963,7.18029189789475,7.27927085957091,7.59771522808776,7.64596936700938,7.55712981216319,6.42696743571617,6.3097914206134,6.04397398705035,6.16079655056889,6.17473769261134,6.3200885040015,6.35672032834239,6.23761033865815,6.13563144267064
AFF4,8.15574968498722,8.14174002033844,8.1922099972166,8.25334800229433,8.37155430965142,8.43846259484914,8.43510029800511,8.37226171703107,8.17918326636119,8.2060275210883,7.97171765141379,8.12238357127506,7.95689839684288,7.93855834940635,8.17845292715471,8.0906879402763,8.04609046783018,7.99597281733735,8.09019018977147,8.072992439718,8.04111689039074,7.74449495326655,8.15036697250007,8.06789436933841,7.87962773204906,8.00548237266938
UBE2D1,4.29168628835317,4.32882088822944,4.27890346095328,4.14393842203488,4.29599692565887,4.31766036874322,4.08579416236521,4.01495957208507,3.89360812189134,4.29664196992146,4.30166309777646,4.43121116015009,4.31915088278799,4.10043887429359,4.22289660711625,4.07581126678969,4.31238438704489,4.91230637550034,4.81019306388545,4.83845319993568,4.91029880357341,5.02287793182356,4.7447672049861,4.87741316692234,5.06826057070286,4.81071303724605
PALS1,5.65279927251737,5.8071697199776,5.85169605131438,5.85371349517048,5.55603455785207,6.00525071586996,5.58894370466959,5.76867330863293,5.74559207501621,5.83431755866819,5.79859717748702,5.9558417212629,5.94062654138545,5.69218789671892,5.79648716599052,5.67684352819844,5.69786067442407,6.08727353338274,6.05437969736061,6.18599120964631,6.18287622218842,6.15107018019539,5.86174370356422,5.74040836949907,6.24115328940318,6.5311932779727
RHOBTB1,3.27976238781529,2.79296109258305,3.09083349527452,2.82915344541621,2.86700115754256,3.61486462261372,2.89948868151992,3.05997345099276,3.86935999048573,3.5475057638242,3.55467148326878,3.80978198562477,3.61192617081,3.67098453404189,3.38171688155519,3.76285706172634,3.6267949150491,3.03329190084643,3.41313650355346,3.3005293394818,3.45935661488979,3.53555290256036,2.96614576407783,3.27599736302546,3.33430213305264,3.17075945402929
SMC1A,7.54352443640131,7.52045638466848,7.58341304980554,7.75129132461148,7.59903246257295,7.59509414107725,7.76269145629893,7.58780911359301,7.52042483837159,7.62275588386328,7.46298650117068,7.63601548356618,7.58300789804208,7.68372196535082,7.57448716933903,7.89766919781222,7.73303590365336,6.81448943415565,6.67479593084409,6.72460585013666,6.77846219714168,6.74341467216394,6.80046931037564,6.88488666272218,6.90467780854551,6.99858015822011
HSD17B10,5.80425398681927,6.01422446626447,5.74289213468557,5.84367421004548,5.88560065297817,5.89004917282532,5.88671449956763,6.00143834949554,5.38288703681544,5.40482090335784,5.30988470134235,5.27783453738502,5.33638509154735,5.27438593451002,5.24243772666692,5.52774144305472,5.37056112592849,5.52131452886088,5.3259469631687,5.34160613357282,5.51159736318799,5.47222667890666,5.36419314543221,5.38201974018383,5.31448304797031,5.41024429510798
MARK2,6.36313952537599,6.19941606254375,6.13018996311378,6.1227608467642,6.03111958950501,6.0829046452133,6.15224947003548,6.20259320112083,5.853566500159,6.14532777892788,5.63685465959558,5.99097691251305,5.91590031175071,5.87527205688755,6.01813844783927,5.93621987878145,5.96440992076364,6.16434215627064,6.04349476281798,6.15076938740788,6.32296054586204,6.27609873293535,6.12648035435075,6.21604942977753,6.07032763197944,6.20970979231401
HMMR,5.59615801240805,5.96672191472456,5.67642813241258,5.8184938242637,5.67531289443596,5.83337259024861,5.80645698524071,5.9154454417669,5.81853145690442,5.52642989630395,6.0056801580125,5.82634107054298,5.93271014289137,5.81733366046724,5.83995937181449,5.57018889878065,5.46538938596914,5.65176665163277,5.59644890334174,5.73128789484247,5.66165145723984,5.42728405247671,5.69066468775393,5.68126149106373,5.89140884655999,5.89959915933119
CHFR,5.57107253917644,5.54124738611441,5.50851385392303,5.63048239861886,5.66330179875208,5.64113042614493,5.6703906996921,5.69716499605087,5.53265452661852,5.52843268498727,5.29292412136792,5.53785483594598,5.17431233716875,5.48956783840353,5.57935008402731,5.5375665550822,5.60496957544191,5.31808256382437,5.2656398915542,5.16937234395732,5.17232815048492,5.30964340860213,5.1413978017844,5.32915456094514,5.06481762551754,5.07913427997396
TRHDE,5.53587762276768,5.42074539265376,5.29281874710342,5.56871006142534,5.22058748891694,5.67037340114889,5.27670821920424,5.42241440361681,5.51520538400911,5.69954456782378,5.29310968261776,5.32121747582691,5.26860195246267,5.78929999811834,5.63973222730902,5.16177733960602,5.35552814948943,5.63452228979639,5.78209991442812,5.43888014318498,5.42352783073913,5.21917053127427,5.37999961093437,5.64841931970975,5.3342294979798,5.90384214987024
P4HA2,6.66029904348234,6.65316830224413,6.64395676592941,6.59301645665841,6.63990749019198,6.52783343529351,6.69965267407542,6.55862360210333,6.79651105204616,7.08812402806599,6.92365637114964,6.98474640630662,7.07762514089806,6.97124597671566,6.80348634044577,6.81028295232531,6.78526863990779,7.45370735663819,7.73922078868091,7.79178357560174,7.60493381856981,7.54758030268644,7.78712140001152,7.47916433597576,7.46761286997454,7.49078393748138
NFATC3,5.66238252999871,5.61885877916345,5.52674829543207,5.72374113916967,5.43475857627526,5.52650554455464,5.64959776266094,5.76521147892677,5.09198163479239,5.22275885580576,5.25888537410373,5.50506004110255,5.47541090199844,5.19005777177993,5.36634793622171,5.52025787796948,5.36245004747387,5.45940941127172,5.07858971674765,5.31359943898839,5.34695020887394,5.32900768675278,5.27998626565861,5.16277998803854,5.39807613717923,5.22511703216962
TRNT1,4.2078947477066,4.29971669561009,4.36659413457152,4.32572520065889,4.19530994635923,4.51626533124091,4.31702974743649,4.11910012081969,3.99594407192124,3.72140877865792,4.13922736939913,3.97738380251553,4.16607903738173,3.89257404898404,3.9726337150628,4.06862372231614,3.68781626598523,4.20791600846441,4.12759016754144,3.8865370209813,3.72960410365512,3.93402458948011,4.17667349315365,4.23507101798303,3.94227517669854,4.29086820188748
ACADVL,8.52781416167635,8.53724382779868,8.65916016129622,8.59773935815118,8.67659785124924,8.57610481030545,8.65768604613455,8.57313447748983,8.71591741708286,8.59351256635128,8.71588212779896,8.57969049128108,8.59229499884994,8.58403633350036,8.69569815013467,8.72210517464371,8.76769117100855,8.30282373631904,8.1144061344153,8.10485903807035,8.19915902032602,8.16486776356134,8.23175170544186,8.18289729400324,8.17910224142238,8.21356716853862
STK10,6.2502587274302,5.87371011484005,5.98942955958593,6.0263711639789,5.7808827285644,5.90174190542942,6.22596988959451,6.22382830370992,6.16205739526556,6.14087880359336,6.0545425975992,6.04721589825362,5.90342123091049,6.1459254015293,6.11723333316965,6.07407391192395,5.96379552080369,5.76269217398042,5.42619996545212,5.363437558795,5.69294083938514,5.86793801209465,5.53574409740031,5.5105755865189,5.49227207107521,5.59191662220547
FBXW11,6.60729169319913,6.54783546578123,6.50352242755456,6.85713917822487,6.48966004662409,6.51843545970353,6.60228165349293,6.53825317076249,6.67656141292959,6.61194090535317,6.84318853929893,6.77415988102301,6.7062265400262,6.56087214778537,6.69621605255355,6.47993877559006,6.58529234294853,6.79915949602866,6.7024570312737,6.79143764125353,6.70437517135476,6.707357575919,6.82240203666674,6.80673370101025,6.73228835226443,6.83931938749371
ACAP1,2.24195583298181,1.71359983851235,1.8464339241202,2.01766467771282,2.57976926373545,2.27566776303419,1.96902778452395,2.09994090399768,2.29641237474827,2.39120472405623,1.90494733185372,2.33956760446045,1.23175489829438,1.89609274962643,1.97919032991604,2.517889146396,2.39910687514238,2.18701346902388,2.59146134748128,1.94716780034296,2.16509668180437,2.34128167648383,2.42999332893081,1.63246109310626,1.97986198376941,1.93375176601796
CRMP1,2.57535155378206,2.87912042976225,2.8511552704533,2.90325961957315,2.95787604259166,3.1965413292951,3.14998601148892,3.07508821347427,3.2459893990375,3.05703591114301,2.5053365058189,2.767315016613,2.76672481026036,2.8430277145455,3.04912881433744,2.83854105460938,2.89194328187305,1.78811226330787,1.81604967200327,1.14916885025368,1.4148353069097,1.29824563116855,1.23561328437209,1.50257449461197,1.67377684660124,1.71973882619572
EVC,5.51439979336769,5.30178193168453,5.30556385528423,5.42531431312078,4.88959213235709,5.01356811356692,5.32763017839225,5.30689755268413,4.90987714252572,5.092572588487,4.80168615119115,5.28054931498199,5.0018611024722,5.13234495950021,5.31757267036672,5.53075562939251,5.31983162505358,4.76146763720623,4.74928918933477,4.72880703487897,4.95367469101739,5.14435166149148,5.03431366270627,4.8407424161824,5.08973036180309,4.78270500163794
DERL2,4.80399802090383,4.89196697244368,4.86595508746547,5.24597470538875,4.69085311548649,5.19621363245471,4.85637088119854,4.84251257541199,4.8816264600554,5.0750260453832,4.94832882992713,4.8934545110765,4.77034564935128,4.70015084509515,4.84897112746973,4.64851699138074,4.72492962173434,5.00184146305856,5.03057390004175,5.18703537716786,5.14979048523908,5.12553001802523,4.90286682441429,5.26629955426208,5.29650681448112,5.11111523493275
NDE1,3.80620775218964,4.00640635137553,3.61426824307078,3.67236759826359,3.71148331687708,3.72034169110342,3.68234848872205,3.5467283982785,3.83269847464221,4.29639731369336,3.76088827176673,3.97433099165961,3.75520056580673,3.87695126995052,3.89084496482629,3.68018992499693,3.81299155610975,4.78838041805395,4.93715402472677,5.04111635856974,5.10647806657356,4.86329795522435,5.07291069075192,4.72247881549032,4.80453279352278,4.79391147675544
TMEM38A,1.5757179289037,1.52474897397453,1.60932094577238,1.94333135322989,1.55768266294706,1.65424049993567,1.61598584768234,1.6962076024202,2.01850534111281,1.67462180080938,1.27876881185641,1.5600307819281,1.67022001120995,1.20405100323718,1.54386135958347,0.860015203545241,0.803240438905099,1.29831065880476,0.402815571524725,1.10974530065177,0.836199438118225,0.849111733771528,0.831227069111071,1.69212336647307,0.830546220020298,1.32817807073998
AP1M1,7.26128969624546,7.06081884575701,7.20314347251828,7.11120279794118,7.19715632986571,7.03995709007114,7.24176962132326,7.20336900623499,7.07985106477546,7.14167658325232,7.1709030254091,7.14528952775481,7.13104720163903,7.2488606026642,7.12783314696061,7.23278129623625,7.27174825294465,7.06190537567384,6.93089672516442,6.90017185703318,7.02134652162167,7.08678273937879,6.94875333464521,6.88890096235872,6.96453198312211,6.96824262372056
PVR,7.47249134247386,7.3948349227322,7.40491567656831,7.42403838564434,7.41932782713576,7.33362387724581,7.39310645544306,7.41713339742591,6.98191346639819,7.1391252389607,7.05347336614171,7.23650951263216,7.19479192127768,7.06861100204639,6.98127305568239,7.05025967338375,7.08137170311329,7.55281982401141,7.56884418470138,7.53196041009911,7.5652989286427,7.6698513765663,7.50566608160455,7.64334053157565,7.51758313549567,7.52208184803918
XRCC1,6.02477561164922,5.94216384861277,5.96630949068626,5.83940874940423,5.90030661901434,5.84550307050897,5.94623634904333,5.84784485145433,6.19826796168463,6.28098244448262,6.25386946274415,6.38311508217957,6.29761620819287,6.32612871888975,6.32218818396079,6.36538279948182,6.32810826230915,6.44573050541594,6.69427518598369,6.53877864972751,6.60184716380486,6.64104622833269,6.55312383961534,6.45186348546056,6.40487970600921,6.34035196612424
SCARB1,6.56281542481553,6.49385820363006,6.54204055239455,6.49624230244136,6.65455423852638,6.29266888766437,6.6421606909264,6.48110519951129,6.03440447008676,6.06838212895211,6.22217503820306,6.01056897312415,6.17390588953028,6.25903681234446,5.98710562446858,6.17221985001696,6.01591347513128,6.40480457194327,6.51839773665025,6.33920535805752,6.4854114183042,6.39131257175301,6.41166193030175,6.32311540501453,6.49001266909402,6.55889360330095
MCM2,8.65152187815057,8.61751476333445,8.54208824308002,8.58154337086409,8.67943793114313,8.61051186742194,8.84170806025638,8.75072258950028,8.56773133536485,8.58736658331363,8.38685369621109,8.52384247634099,8.59598833711544,8.72385791035344,8.65376179161313,8.87191410121243,8.9288077942866,7.92809369004389,7.8558717862405,7.85396765542218,7.87524995718056,7.81881452492736,7.86105649191439,7.8478839934785,7.84409004006955,7.8170848164449
PANX2,3.71046228504602,3.30282160981693,3.23768584159811,3.18430484010669,3.33522011334504,3.22035347870716,3.18767900913848,3.2709518004408,3.56022157318641,3.96348250005065,3.90588256226039,3.90815701876517,3.75607401165221,3.91135054420873,3.85799454198125,4.01234072281583,4.06742792073022,3.91470611267102,4.30022722306623,3.8993488605368,4.21014688230983,4.33881457622586,4.05913867793281,4.16115723509954,3.83391065082469,3.85846498116253
SELENOO,6.21651357918905,6.2290942016388,6.27651427979019,6.1191315074894,6.20689950670346,6.05737965735686,6.24015724113109,6.09988661022945,6.16178456623703,6.35223650556843,6.2654768700853,6.28982868026578,6.15301350941801,6.26722151158234,6.2854107932895,6.27837912138013,6.32175210432788,6.4352347601217,6.45347440758625,6.42398549338299,6.56268646568964,6.58488171139834,6.57661461752165,6.41610375017253,6.42721892657915,6.43161986361792
ALPK1,1.4427221964519,1.41930580387082,1.27309363594184,1.59219113644985,1.89547604527974,2.25074251676476,1.70007344178645,1.60413195390906,2.07085340329815,2.02304030700525,1.86240631145899,1.71349523758568,1.87823802976572,1.18350527342461,1.01591968017581,1.59161740466508,0.641760879169647,1.25310995776442,1.35759050419476,1.89946694124967,2.18857564141638,1.16863232253657,1.38672741751902,2.07426177654986,1.85391396150735,1.6732466936746
PDE8A,6.12179250762307,5.99647173993189,6.05055456487674,6.33946631623039,6.12761105876256,6.29921699632696,6.12567868431414,6.33213726288035,6.4724641336304,5.80899294754751,6.06663473508647,6.23300829358188,5.86299841445213,5.90257781677638,6.24882412545556,6.00372836649239,6.0861064367888,5.61749667956487,5.37158204301622,5.62323143966699,5.6815239399162,5.34017478767279,5.35327955907008,5.52762783475193,5.57763677014517,5.49091331609217
CLCN4,3.48022943639821,2.7122667201656,4.09701894213072,3.3886122834516,3.13905170875898,3.56160808050288,3.84167106797398,2.56821649030943,3.20613113478022,2.92024962521102,2.83852922777362,2.18842275891617,2.50644839781163,3.19177724712437,2.17242138597523,3.22470388519971,2.73316961045286,3.37152376925529,3.40817768020602,1.79735452454483,3.10528315662662,1.88491145368094,3.26394670177639,2.70595713796012,2.21686324161918,2.26991507847358
NLE1,5.64369776229669,5.57605820885245,5.5936534855664,5.44105568324567,5.6118328335216,5.40745428806226,5.56592682231581,5.7151528491292,5.27110831479155,5.53004144682712,5.21091108825209,5.39555375436873,5.29917972418067,5.45394962425602,5.44937838450194,5.35554364253904,5.41597819648734,5.62385903966806,5.81401645736222,5.50782645059142,5.85630837404621,5.68260446733478,5.60552366389215,5.6124434009219,5.69158943388904,5.54685445760573
SDHA,7.82865403036065,7.88841058929931,7.91341320182217,7.79449069773646,7.86545788697918,7.83387841541783,7.87508443672149,7.79468190877421,7.93110241862108,7.83981863883561,7.91375115209722,7.96469724200621,7.86575760646457,7.98275663758365,7.85154226931367,7.93295967233856,7.90797480598088,8.03962351756653,8.28622647421622,8.25112471686493,8.18385439948229,8.27180293758383,8.22093065583755,8.10761260537001,8.13455004817135,8.14776914421939
SMARCE1,5.76812256436597,5.95988064399768,5.87106718016525,5.75127256536868,5.79694133075508,5.83545418401972,5.85102993267159,5.79930070265379,5.84811590442747,5.81541570560503,5.93491941561142,5.93122203283594,6.10820930144445,5.93004905893232,5.70420248328494,5.9829177829882,5.80475833801174,6.06728257163775,6.35348565723621,6.18713963229743,6.2335069107482,6.25909647596068,6.21945862970187,6.2289563366821,6.10631966373308,6.10974648122126
GSDMB,1.92101038348474,1.73418694032826,2.14545498509189,2.4383478992456,1.73402116135005,1.82507825099357,1.24846421435286,2.06702113416491,3.67401210007673,2.96092886748158,2.98983199706034,2.58436995334808,2.25780293590677,2.54974170728374,2.74449564020619,2.36976024161189,1.9872568360546,0.814271881465951,1.60049284311361,0.542524385147092,1.35319454052474,1.29139437232263,1.75151320635798,1.73788579354797,2.04655846649956,2.15346452176764
KDM5A,6.9512001524095,6.82149171765106,6.89807795917948,7.03747993511924,7.00786285846818,6.84449861019568,7.01365424048714,6.86741180723108,6.9070680411015,6.65551490687968,6.93438495135012,7.03992351047413,6.76060242057529,6.68954456091735,7.04672482727949,7.03453084535461,6.75165175231267,7.00783110677449,6.92733470296933,7.03763244006708,6.86664008612667,6.95687714005993,6.97592453946594,6.913004601438,6.73325577802451,6.96092589429807
ADAM11,5.45921251714647,5.43857359895937,5.39270911121333,5.5696251483404,5.56084943433432,5.13082942960069,5.32925144701352,5.63820895576584,4.9896100171496,4.70082596755899,4.86557433763797,4.8856366242564,4.75445292469116,5.04908267857943,5.00115671226666,5.21691797572324,5.11521806210565,5.08452554669157,5.11008128649181,5.00425221924204,4.93113241118407,4.97329324185716,5.12658557067908,4.97517607576464,4.84446592038525,4.86151190446928
PPP2R3A,4.98538746451486,4.88328017472454,4.97773806524565,4.61658871317693,5.11204198604367,4.86879667252533,4.6822303829552,4.82565762561014,5.22689899290121,5.08462245258756,4.98376221995861,5.09614594888988,5.13120218384488,5.1387673478404,4.9198791326494,4.74051181411624,4.89850420613231,5.60063610974459,5.59818541357757,5.485930277124,5.48015639140061,5.37604100055047,5.61620057092471,5.27469300418491,5.5636943184398,5.4681960745018
FERMT2,5.98206532484779,6.21707789719663,6.02626415652087,5.91514915811516,5.79624834549796,6.21802996598745,5.98782304448644,6.15720202437715,5.88504649766711,6.13699928816342,6.19102312700685,6.36010582081754,6.30196556001158,6.29831811847543,6.18804720392451,6.1663450898716,6.00378697845637,6.39325198885953,6.49537171127184,6.51028720305218,6.5230108255446,6.47408112137636,6.45548379776848,6.54318260900316,6.52577168969108,6.49402195141263
IGF2BP2,8.47856728044506,8.32772037707993,8.50349694309609,8.38237266728571,8.41351869566811,8.22561978679101,8.28915639972097,8.34367398378636,8.56230347683694,8.69941793867326,8.65598160607155,8.70925032857326,8.66559274717526,8.6581356984134,8.68898594680729,8.54845476156696,8.560570523945,8.91880796826798,9.2149122160011,9.1468805279507,9.15322076329764,9.1550557507162,9.11137707988371,9.04230236570508,9.08241150486726,9.10771269744723
MAP3K13,4.13001860304183,4.18556145345193,4.16145045216698,4.32595471052635,4.35088046064575,4.1409977209043,4.01305546302289,3.90697362684432,4.5043712913869,4.62572153477579,4.85961866696603,4.64220681742611,4.62318955753933,4.6028218945329,4.13053115876872,4.15121992281565,4.4841772524439,5.0137230664438,5.17295998617569,4.92813840086483,5.1320000407658,5.07026426800373,4.90283790931063,5.00998209816513,5.02550557718011,5.14402869019782
ST6GAL1,3.64086070456825,3.34669512164099,3.81083636287116,3.81368371172931,3.46916069180006,3.14016117449809,3.54954668814159,3.12212702052466,3.81702404875161,4.42699801104192,3.98709201808561,4.14067907726175,3.89658245934544,4.19323582081139,4.20448750630413,3.87347745936534,3.72047505369524,4.53450995481034,4.42391979173934,4.26696474546436,4.37853797534806,4.31870177167104,4.4884573899234,4.69406521764827,4.08677953538326,4.48805637553223
FRY,3.12100735274599,2.58938501147146,1.30625462081016,1.73969193190971,2.9266174162036,0.733354905716284,2.55562588658857,3.54268491594839,1.65156999645563,2.48293819343231,1.59978354170696,2.03016386728833,1.45886368976945,1.6438897892211,3.049023984971,1.34943330681449,1.73470102973849,1.74307096134204,2.40711053529582,2.09520256793486,3.28752176968274,3.57592826327318,1.295550295938,3.15081572571608,2.9650942511298,0.990334872863666
PICALM,7.17458199861524,7.18673378909536,7.07394250487651,7.24491133290509,7.15669245723046,7.35797569688104,7.14775943083315,7.09218544042577,7.43738241162461,7.26425921979102,7.41032269731318,7.3967668269201,7.39218169371355,7.26409097539162,7.36689527465119,7.09594179440097,7.24658871645505,7.38962188665642,7.117550037966,7.37483403875293,7.21437452823729,7.06165343239168,7.18819544941454,7.29678433870836,7.24406902690416,7.30497272829349
NSF,3.98275435971429,3.59459913270785,4.05336028661219,3.92489719430587,3.74897906524263,3.58799659983509,3.92786493506746,3.99845024869721,3.74890398578114,3.85766339222729,3.82178293501752,3.35274587111688,3.86529774138812,3.09435311842042,3.74584625070203,3.52496116711595,3.46903882066093,4.09581551787865,3.59691700826525,3.49250792228456,3.89484953276505,3.66305414616121,3.88806779883934,3.68594065662639,3.49745980664895,3.45666275112384
GLI2,4.58773465929322,4.75601938131869,4.88062268822098,4.75844752874555,4.76788900628276,4.59649574265005,5.0034751468345,5.23163009539686,4.37212197355902,4.59586377641616,4.77838926551995,4.71916144207196,4.65506971808049,4.72467777165618,4.32267118904625,4.69037776639061,4.85800652083185,4.46466694955199,4.33943500966194,4.49584908535696,4.60096194763882,4.68448331639564,4.75584460206779,4.40970588648166,4.47128029956714,4.26009537565769
CLASP1,6.76752659993096,6.70921190954613,6.69873482742541,6.67580270408283,6.87490100957612,6.7326692711552,6.76236621628883,6.97251876583695,6.91309779311003,7.02648386525843,6.72478475224725,6.73659821742463,6.76901209952523,6.74928502064212,7.04714119055937,6.81134170820636,6.76983467626446,6.2190398024748,5.87363065432137,5.85457139517768,6.3155847410595,5.72537271614211,5.98191804084031,6.02884243641752,6.13071984606489,6.30130691205323
MRPS34,6.51508857254018,6.54571824948116,6.49362205141791,6.51763224841314,6.48854784120745,6.42134485757563,6.54856784270304,6.47295517452185,6.55423356081212,6.49951300837795,6.42786687821495,6.48349517744927,6.54335160297054,6.62503372878264,6.44538169063304,6.65389842479227,6.66298518302104,6.43626025172999,6.48391349684134,6.41540060657241,6.34996292665529,6.52352112159852,6.44051780627618,6.28357088140438,6.38842331700266,6.35034481890724
