hgnc_symbol,Ep26.JAK1.E139K.1,Ep26.JAK1.E139K.2,Ep26.JAK1.E139K.3,Ep26.JAK1.S703I.1,Ep26.JAK1.S703I.2,Ep26.JAK1.S703I.3,Ep26.JAK1.WT.1,Ep26.JAK1.WT.2,Exp21.JAK1.E139K.1,Exp21.JAK1.E139K.2,Exp21.JAK1.E139K.3,Exp21.JAK1.S703I.1,Exp21.JAK1.S703I.2,Exp21.JAK1.S703I.3,Exp21.JAK1.WT.1,Exp21.JAK1.WT.2,Exp21.JAK1.WT.3,Exp25.JAK1.E139K.1,Exp25.JAK1.E139K.2,Exp25.JAK1.E139K.3,Exp25.JAK1.S703I.1,Exp25.JAK1.S703I.2,Exp25.JAK1.S703I.3,Exp25.JAK1.WT.1,Exp25.JAK1.WT.2,Exp25.JAK1.WT.3
TGIF1,4.61681163501074,4.65662773242468,4.71020329792508,4.6942119000608,4.77134658365604,4.44546373416502,4.58930523847148,4.4146767178562,4.87894260329033,5.30430406779919,5.0242154977876,5.21063394793063,5.14862090387397,5.14318289795777,5.10723612149593,4.90058172178102,4.88160866744835,5.31903344029732,5.51343227431082,5.33480211576656,5.32475091580839,5.55124996605041,5.15718345957737,5.39415388889701,5.47919343427027,5.48061207625272
MIEF2,2.56714411282509,2.87714759828522,2.80297179716538,2.64779760708281,3.03922265620794,2.26441785073412,2.99491443259047,2.51562798652232,3.00551233370862,2.46363599053952,3.08711379086492,2.86796173066327,2.63666992298756,3.20332137547761,2.83284805180261,3.22228693779905,3.03382371162117,2.73572788703663,3.36601298690778,3.12858285836189,3.19073017446914,3.35136252357333,2.96094949454824,2.94551563999614,2.82247039390789,2.80345512096239
NAP1L5,3.53806699217141,3.85083035306881,3.58101642948793,3.73404839004144,3.67570226566664,3.73785500556506,3.53505714870442,3.75139229747988,4.025998481551,3.90198109693294,4.02791312617649,4.07242754209597,4.15409929541962,4.07100846004164,4.10965507937864,4.00589920204502,3.94964248463291,3.90316101161813,4.02399609296095,4.10611482028715,4.11572770267583,3.53039988147121,3.8225189925745,4.03616054243685,3.95260639394081,3.8177094872246
NR2C2,6.64562929179209,6.51557545044643,6.60592675488944,6.48267716461796,6.59027375133334,6.39329755239547,6.84811297384801,6.58714015610893,6.81687267176782,6.30568158758818,6.44022061954756,6.61430894401757,6.49227251934158,6.44294759102701,6.46724941126053,6.40694615419749,6.55907968717431,5.85510130756482,5.94774782879483,5.70780402880451,5.97666840118079,6.01994286831152,6.27294701412214,5.99394423493357,5.94399219262766,6.1320510986519
CAVIN1,8.79090068987144,8.66751407228482,8.75654988756446,8.69436465027808,8.74399409957625,8.59580087366418,8.76261107633037,8.74015544204908,8.46591326889288,8.5694519576776,8.45277143886068,8.48495211574515,8.53614417812529,8.54584558454934,8.5049233828068,8.6092378147713,8.66138793903497,8.71109971820624,8.7368318619775,8.72421564546448,8.74531911352152,8.65823894400706,8.80064280547852,8.68913221758989,8.5711171731425,8.61798610677131
ARIH2,7.27163073033312,7.28458909502576,7.24111360944444,7.24019143941579,7.232374428388,7.24208873111135,7.25083778060907,7.17983832750913,7.18261804936833,7.01949842114412,7.08337872706103,7.04324556269434,7.1800403477837,7.02315393956311,6.97160257907657,7.01303008619563,7.03734108668915,7.24363914721426,7.09059190351718,7.27466041352102,7.21236178619724,7.14167439252339,7.2434838840701,7.18446913581758,7.17337074131955,7.21942553876432
ZBTB33,5.18687676901772,5.20668400171219,5.24154941140126,5.2084998605308,5.1453612166398,5.40926980046236,4.98737021813378,5.08052810150117,5.3734269808072,5.31352094516786,5.3519880247828,5.50048546181857,5.39593155654904,5.23857868555725,5.42497561291013,5.09460333811532,5.24298013912535,5.40248274620714,5.47664300547384,5.49206561070404,5.5112142336624,5.42141516312259,5.33623572562794,5.65141656934269,5.63865051115564,5.65431525742306
IRX3,2.28095801407468,2.30955887250129,2.2197056209332,2.51398352906511,2.33387245693486,1.98996095609254,2.14097648166583,2.35523643690234,1.998426388267,2.4240189192325,2.23395578227155,2.37875325302204,1.94281339204308,2.35950509320638,2.38156368558165,2.39384943180749,2.53086279348115,2.46171897857445,2.57871178344683,2.15985803813053,2.46524641416702,2.5618963995743,2.28726666062883,2.20767521950581,2.59597366818918,2.13490999361884
SLC25A22,7.17178122391937,7.24622796102212,7.19655160936787,7.1962542974548,7.22315937923434,7.03473788635821,7.38432580151173,7.21457316036964,6.80993784801373,6.92302312471432,6.82158366005571,6.82935108383998,6.67317707974628,6.95188506500188,7.00774674681022,7.06362619070488,6.98033668797647,6.76011951158371,6.78583522358762,6.58835762767913,6.81552951092172,6.73535281629782,6.87144452204708,6.74429301231813,6.74325731395748,6.80479378079579
RABEP2,4.96936785801922,4.88006861571013,5.10281286179439,5.07973521145001,4.65574412861212,4.91982309951764,5.15095576029432,5.00763145317745,5.13452841815072,5.0049111499981,4.96534774435375,4.50451913653786,4.64231272508192,5.07576599667132,5.3809428624344,5.10018562435295,5.02241398757477,4.62588052599098,4.78682427129744,4.38366069144213,4.66905051409148,4.45529692928564,4.35228971157014,4.72773234860258,4.1741934857214,4.38838562495781
ATOX1,5.39089880149288,5.42495996570207,5.45189933651134,5.33289257681513,5.31792161150916,5.51269069646289,5.21609643810392,5.26104485998828,5.17542886296223,5.24216310162923,5.03399818970237,5.01547732321619,5.24550679059261,5.21111387643704,5.13716662286063,5.35950454747578,5.30534904821592,5.60351402626303,5.68964095263256,5.49833497165314,5.34253505445106,5.59761563322268,5.43500352882936,5.52415935464175,5.30614931891853,5.36584551139763
TBL1XR1,6.23801313449676,6.24088254340094,6.6003193599032,6.19365510315526,6.08902318581553,6.43840526017254,6.36325315816643,6.42699201377614,6.28555418568543,6.21946332808267,6.34810595524296,6.46292205778965,6.1331309237998,6.55466854437183,6.54905251749111,6.42367130866105,6.7825015303298,6.28143275593241,6.45590437178918,6.19674158700104,6.30687161553088,6.38469357852657,6.43565014357863,6.2312604227922,6.17985686761745,6.13124428957983
SAMD12,3.43007741879962,3.63322443356567,3.31902755928716,3.28569917125747,3.30090061515309,3.49329053262746,3.35099183831283,3.68995073959011,3.34551517683897,3.27440650814531,3.37363437430413,3.21140261433321,3.7404878584043,3.72401364995574,3.48832011798185,3.31454761338417,3.06298333404837,3.20613827262717,3.30776414891518,2.88516875231751,3.24655047718059,2.6905779429335,2.70548452228906,3.26418602907679,3.04387433303354,3.44645293019438
C18orf32,3.68573780681964,4.00047319722342,3.60568608708857,4.37248939666936,3.3592568311793,3.33067460326133,3.90468580416389,3.74920682145495,4.08654352834156,4.15094582643172,3.88806755668583,3.27430623544247,4.06187531907758,2.88258643366776,3.87273163561746,4.16487986631244,3.9076798694778,3.72347350106875,3.03457480770247,3.1160304725416,3.6489335646775,3.30307952679344,3.41798850452355,3.7588794569627,2.82530468502369,2.02641500512981
PIDD1,6.70121441535252,6.69595790508744,6.47337927501899,6.61940611661205,6.7590337016848,6.65100750548151,6.73719415726168,6.60309672040192,6.81335204422953,6.7215834741547,6.72613560527675,6.72133932438832,6.57380697229769,6.76310019234601,6.85635380616637,6.88312905926027,6.95377597167813,5.96018254614319,5.52873854937427,5.47325016310592,5.7659814044265,5.69886930493961,5.66651451383879,5.86210720936958,5.71169966375107,5.87126851860982
RPLP2,8.22596581487537,8.3597174663394,8.33850454573369,8.21795715456675,8.17244734808712,8.1829091610814,8.09583456930248,8.11883658937506,8.30931162638276,8.42319907482681,8.33973578468003,8.28308865133638,8.52727935505763,8.42739687445404,8.25285193722166,8.73024065328328,8.50796481138516,8.70507067038649,8.90591129103539,8.7793712826173,8.64339053936878,8.88685595280031,8.79678820319157,8.60031533266555,8.50479628143184,8.54092619679872
HASPIN,4.66709371997351,4.5321949202546,4.60704083164687,4.43667828677006,4.52581254426594,4.59053179217706,4.44541129172451,4.5143704550592,4.85941870136802,4.75737129906993,4.83311448737413,4.79508449607479,4.77169899038353,4.96273154912036,4.7613510315299,4.8500475603304,4.89625444612277,4.76567371238329,4.6761888887363,4.54380079239908,4.73760808948443,4.63643561910487,4.59686275173151,4.51257818587081,4.48948786367498,4.75072629143476
JUN,5.63701930178126,5.79776956261751,5.6682277504411,6.02156395946445,5.84017121250077,6.1556319402554,5.68868412849501,5.50173878475095,5.53644510088913,5.70677323279594,5.78812476345426,5.78988250905827,5.64378687361845,5.65853985649176,5.44054194985381,5.52348396402557,5.47673554480382,5.60394005332051,5.42350278446991,5.77150564564337,5.61592365832082,5.32879043847828,5.60468312711487,5.92417914509162,5.9517109812042,6.07845962588207
CSTF2T,5.99504986070426,5.80115928852066,5.93019217254967,5.98362655339538,5.92341179312571,5.88193737134207,5.96335530408745,5.94479469916751,5.8353753183921,5.86605037877406,5.85786519992451,5.80980023099437,5.92446463773308,5.94499931326587,5.89520409235978,5.92926425534378,5.97906103414445,5.55739605885656,5.51293269541896,5.34943454082641,5.52852491342116,5.35642183374544,5.41309382016779,5.57431348267517,5.58526158614009,5.48203300611665
