# File Name: /Volumes/USB DISK/qPCR/Exp9_real_4.4.24_20240404_122458.eds
# Comment: 
# Operator: Admin
# Barcode: 
# Instrument Type: QuantStudio™ 6 Pro System
# Block Type: 384-Well Block
# Instrument Name: QS6Pro-2778624010008
# Instrument Serial Number: 2778624010008
# Heated Cover Serial Number: 2779324012939
# Block serial number: 2778323082972
# Run Start Date/Time: 2024-04-04 12:25:13 PM EDT
# Run End Data/Time: 2024-04-04 01:58:19 PM EDT
# Run Duration: 93 minutes 5 seconds
# Sample Volume: 20.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 2
# Quantification Cycle Method: CT
# Analysis Date/Time: 2024-04-04 02:16:35 PM EDT
# Software Name and Version: Design & Analysis Software v2.7.0
# Plugin Name and Version: Primary Analysis v1.8.0, Relative Quantification v1.6.0
# Reduce dye signal crosstalk by algorithm: No (Default)
# Exported On: 2024-04-04 02:17:02 PM EDT
"Well","Well Position","Cycle Number","Target","Rn","dRn","Sample","Omit"
"2","A2","6","JAK1","1.3968290090560913","0.006545305252075195","pTRIP JAK1 G1023D","FALSE"
"2","A2","7","JAK1","1.4080442190170288","0.007877548535664802","pTRIP JAK1 G1023D","FALSE"
"2","A2","8","JAK1","1.4108302593231201","7.806221644084399E-4","pTRIP JAK1 G1023D","FALSE"
"2","A2","9","JAK1","1.4182782173156738","-0.0016543865203857422","pTRIP JAK1 G1023D","FALSE"
"2","A2","10","JAK1","1.428695797920227","-0.0011197725931804126","pTRIP JAK1 G1023D","FALSE"
"2","A2","11","JAK1","1.4391027688980103","-5.957682927448804E-4","pTRIP JAK1 G1023D","FALSE"
"2","A2","12","JAK1","1.4468106031417847","-0.0027709007263183594","pTRIP JAK1 G1023D","FALSE"
"2","A2","13","JAK1","1.4597803354263306","3.1586488087964604E-4","pTRIP JAK1 G1023D","FALSE"
"2","A2","14","JAK1","1.4896711111068726","0.020323673884073967","pTRIP JAK1 G1023D","FALSE"
"2","A2","15","JAK1","1.5450934171676636","0.06586301326751709","pTRIP JAK1 G1023D","FALSE"
"2","A2","16","JAK1","1.6454663276672363","0.15635295708974195","pTRIP JAK1 G1023D","FALSE"
"2","A2","17","JAK1","1.822818398475647","0.3238220612208049","pTRIP JAK1 G1023D","FALSE"
"2","A2","18","JAK1","2.120314598083496","0.6114352941513062","pTRIP JAK1 G1023D","FALSE"
"2","A2","19","JAK1","2.551152229309082","1.0323899586995442","pTRIP JAK1 G1023D","FALSE"
"2","A2","20","JAK1","3.083820104598999","1.5551748673121135","pTRIP JAK1 G1023D","FALSE"
"2","A2","21","JAK1","3.6822004318237305","2.143672227859497","pTRIP JAK1 G1023D","FALSE"
"2","A2","22","JAK1","4.289436340332031","2.74102516969045","pTRIP JAK1 G1023D","FALSE"
"2","A2","23","JAK1","4.889369964599609","3.33107582728068","pTRIP JAK1 G1023D","FALSE"
"2","A2","24","JAK1","5.463178634643555","3.895001530647278","pTRIP JAK1 G1023D","FALSE"
"2","A2","25","JAK1","5.981341361999512","4.403281291325888","pTRIP JAK1 G1023D","FALSE"
"2","A2","26","JAK1","6.452903747558594","4.864960710207621","pTRIP JAK1 G1023D","FALSE"
"2","A2","27","JAK1","6.865058422088623","5.267232418060303","pTRIP JAK1 G1023D","FALSE"
"2","A2","28","JAK1","7.23577880859375","5.6280698378880825","pTRIP JAK1 G1023D","FALSE"
"2","A2","29","JAK1","7.564918518066406","5.94732658068339","pTRIP JAK1 G1023D","FALSE"
"2","A2","30","JAK1","7.845153331756592","6.217678427696228","pTRIP JAK1 G1023D","FALSE"
"2","A2","31","JAK1","8.068754196166992","6.431396325429281","pTRIP JAK1 G1023D","FALSE"
"2","A2","32","JAK1","8.270405769348145","6.6231649319330845","pTRIP JAK1 G1023D","FALSE"
"2","A2","33","JAK1","8.42017650604248","6.763052701950073","pTRIP JAK1 G1023D","FALSE"
"2","A2","34","JAK1","8.529794692993164","6.86278792222341","pTRIP JAK1 G1023D","FALSE"
"2","A2","35","JAK1","8.639254570007324","6.962364832560221","pTRIP JAK1 G1023D","FALSE"
"2","A2","36","JAK1","8.724783897399902","7.038011193275452","pTRIP JAK1 G1023D","FALSE"
"2","A2","37","JAK1","8.793607711791992","7.096952040990194","pTRIP JAK1 G1023D","FALSE"
"2","A2","38","JAK1","8.859166145324707","7.15262750784556","pTRIP JAK1 G1023D","FALSE"
"2","A2","39","JAK1","8.911334991455078","7.194913387298584","pTRIP JAK1 G1023D","FALSE"
"2","A2","40","JAK1","8.946678161621094","7.220373590787252","pTRIP JAK1 G1023D","FALSE"
"3","A3","1","GAPDH","0.6489908695220947","0.00263298087649872","pTRIP JAK1 G1023D","FALSE"
"3","A3","2","GAPDH","0.6494309306144714","6.975962056054502E-4","pTRIP JAK1 G1023D","FALSE"
"3","A3","3","GAPDH","0.6521829962730408","0.0010742161009046963","pTRIP JAK1 G1023D","FALSE"
"3","A3","4","GAPDH","0.6550029516220093","0.0015187256866031123","pTRIP JAK1 G1023D","FALSE"
"3","A3","5","GAPDH","0.6560409069061279","1.8123520745167484E-4","pTRIP JAK1 G1023D","FALSE"
"3","A3","6","GAPDH","0.6568894982337952","-0.0013456192281510676","pTRIP JAK1 G1023D","FALSE"
"3","A3","7","GAPDH","0.6587156653404236","-0.0018948978847927395","pTRIP JAK1 G1023D","FALSE"
"3","A3","8","GAPDH","0.6614824533462524","-0.001503555642233972","pTRIP JAK1 G1023D","FALSE"
"3","A3","9","GAPDH","0.6646010875701904","-7.603671815660734E-4","pTRIP JAK1 G1023D","FALSE"
"3","A3","10","GAPDH","0.6677637696266174","2.68691115909497E-5","pTRIP JAK1 G1023D","FALSE"
"3","A3","11","GAPDH","0.67281574010849","0.0027033938301934185","pTRIP JAK1 G1023D","FALSE"
"3","A3","12","GAPDH","0.6807034611701965","0.008215669128629872","pTRIP JAK1 G1023D","FALSE"
"3","A3","13","GAPDH","0.6923168301582336","0.017453592353396892","pTRIP JAK1 G1023D","FALSE"
"3","A3","14","GAPDH","0.7145981192588806","0.037359435690773886","pTRIP JAK1 G1023D","FALSE"
"3","A3","15","GAPDH","0.7556537389755249","0.07603960964414808","pTRIP JAK1 G1023D","FALSE"
"3","A3","16","GAPDH","0.817017138004303","0.13502756290965606","pTRIP JAK1 G1023D","FALSE"
"3","A3","17","GAPDH","0.8909715414047241","0.20660652054680723","pTRIP JAK1 G1023D","FALSE"
"3","A3","18","GAPDH","0.9646630883216858","0.2779226217004988","pTRIP JAK1 G1023D","FALSE"
"3","A3","19","GAPDH","1.0366648435592651","0.34754893117480806","pTRIP JAK1 G1023D","FALSE"
"3","A3","20","GAPDH","1.0971604585647583","0.40566910041703114","pTRIP JAK1 G1023D","FALSE"
"3","A3","21","GAPDH","1.150958776473999","0.4570919725630019","pTRIP JAK1 G1023D","FALSE"
"3","A3","22","GAPDH","1.2040807008743286","0.5078384512000614","pTRIP JAK1 G1023D","FALSE"
"3","A3","23","GAPDH","1.2542680501937866","0.5556503547562494","pTRIP JAK1 G1023D","FALSE"
"3","A3","24","GAPDH","1.2998847961425781","0.5988916549417708","pTRIP JAK1 G1023D","FALSE"
"3","A3","25","GAPDH","1.3320553302764893","0.6286867433124119","pTRIP JAK1 G1023D","FALSE"
"3","A3","26","GAPDH","1.3610339164733887","0.6552898837460412","pTRIP JAK1 G1023D","FALSE"
"3","A3","27","GAPDH","1.3972169160842896","0.689097437593672","pTRIP JAK1 G1023D","FALSE"
"3","A3","28","GAPDH","1.428183674812317","0.7176887505584293","pTRIP JAK1 G1023D","FALSE"
"3","A3","29","GAPDH","1.4565887451171875","0.7437183751000299","pTRIP JAK1 G1023D","FALSE"
"3","A3","30","GAPDH","1.4814867973327637","0.766240981552336","pTRIP JAK1 G1023D","FALSE"
"3","A3","31","GAPDH","1.502701759338379","0.7850804977946811","pTRIP JAK1 G1023D","FALSE"
"3","A3","32","GAPDH","1.5230567455291748","0.8030600382222071","pTRIP JAK1 G1023D","FALSE"
"3","A3","33","GAPDH","1.5423102378845215","0.8199380848142837","pTRIP JAK1 G1023D","FALSE"
"3","A3","34","GAPDH","1.5546940565109253","0.8299464576774174","pTRIP JAK1 G1023D","FALSE"
"3","A3","35","GAPDH","1.5701289176940918","0.8430058730973138","pTRIP JAK1 G1023D","FALSE"
"3","A3","36","GAPDH","1.585791826248169","0.8562933358881208","pTRIP JAK1 G1023D","FALSE"
"3","A3","37","GAPDH","1.5991891622543335","0.8673152261310154","pTRIP JAK1 G1023D","FALSE"
"3","A3","38","GAPDH","1.6076606512069702","0.873411269320382","pTRIP JAK1 G1023D","FALSE"
"3","A3","39","GAPDH","1.6173479557037354","0.8807231280538771","pTRIP JAK1 G1023D","FALSE"
"3","A3","40","GAPDH","1.6232107877731323","0.8842105143600041","pTRIP JAK1 G1023D","FALSE"
"3","A3","1","JAK1","1.3830046653747559","0.0015783522810254777","pTRIP JAK1 G1023D","FALSE"
"3","A3","2","JAK1","1.3823379278182983","-7.273639951433455E-4","pTRIP JAK1 G1023D","FALSE"
"3","A3","3","JAK1","1.384475588798523","-2.2868173463003985E-4","pTRIP JAK1 G1023D","FALSE"
"3","A3","4","JAK1","1.3889920711517334","0.002648821898869106","pTRIP JAK1 G1023D","FALSE"
"3","A3","5","JAK1","1.389190435409546","0.001208207436970302","pTRIP JAK1 G1023D","FALSE"
"3","A3","6","JAK1","1.38578462600708","-0.003836580685206822","pTRIP JAK1 G1023D","FALSE"
"3","A3","7","JAK1","1.3884272575378418","-0.002832927874156407","pTRIP JAK1 G1023D","FALSE"
"3","A3","8","JAK1","1.3933699131011963","4.7074896948678144E-4","pTRIP JAK1 G1023D","FALSE"
"3","A3","9","JAK1","1.397108554840088","0.0025704119886670795","pTRIP JAK1 G1023D","FALSE"
"3","A3","10","JAK1","1.4075877666473389","0.011410645076206751","pTRIP JAK1 G1023D","FALSE"
"3","A3","11","JAK1","1.4168351888656616","0.019019088574818203","pTRIP JAK1 G1023D","FALSE"
"3","A3","12","JAK1","1.4279080629348755","0.028452983924320767","pTRIP JAK1 G1023D","FALSE"
"3","A3","13","JAK1","1.4494074583053589","0.04831340057509286","pTRIP JAK1 G1023D","FALSE"
"3","A3","14","JAK1","1.4988267421722412","0.09609370572226388","pTRIP JAK1 G1023D","FALSE"
"3","A3","15","JAK1","1.5944751501083374","0.19010313493864878","pTRIP JAK1 G1023D","FALSE"
"3","A3","16","JAK1","1.7683427333831787","0.3623317394937788","pTRIP JAK1 G1023D","FALSE"
"3","A3","17","JAK1","2.06667160987854","0.6590216372694288","pTRIP JAK1 G1023D","FALSE"
"3","A3","18","JAK1","2.501093626022339","1.0918046746935164","pTRIP JAK1 G1023D","FALSE"
"3","A3","19","JAK1","3.078293561935425","1.667365631886891","pTRIP JAK1 G1023D","FALSE"
"3","A3","20","JAK1","3.7348928451538086","2.3223259363855635","pTRIP JAK1 G1023D","FALSE"
"3","A3","21","JAK1","4.412341117858887","2.9981352303709303","pTRIP JAK1 G1023D","FALSE"
"3","A3","22","JAK1","5.088042259216309","3.672197393008641","pTRIP JAK1 G1023D","FALSE"
"3","A3","23","JAK1","5.720643997192383","4.303160152265004","pTRIP JAK1 G1023D","FALSE"
"3","A3","24","JAK1","6.278415679931641","4.859292856284551","pTRIP JAK1 G1023D","FALSE"
"3","A3","25","JAK1","6.756682872772217","5.335921070405416","pTRIP JAK1 G1023D","FALSE"
"3","A3","26","JAK1","7.174055576324463","5.75165479523795","pTRIP JAK1 G1023D","FALSE"
