gene_id,logFC,pvalue,fdr,significant,comparison
KLHL13,3.9498250538112156,2.1080487681663448e-20,3.812211586042843e-20,TRUE,WT_vs_severe
DBNDD1,5.724457779514039,5.66780966746203e-27,4.7787758237392764e-26,TRUE,WT_vs_severe
ALS2,5.988272475492593,9.335137068977211e-26,4.97489927026544e-25,TRUE,WT_vs_severe
CASP10,2.97467598351098,6.098825428925053e-15,7.544047714575373e-15,TRUE,WT_vs_severe
CFLAR,4.618916424890416,8.100842689871929e-22,1.756626976032247e-21,TRUE,WT_vs_severe
TFPI,2.607499377254222,1.0038347227782548e-14,1.2327849096020896e-14,TRUE,WT_vs_severe
NDUFAF7,3.676619148544111,6.771146707211907e-21,1.299151988954712e-20,TRUE,WT_vs_severe
RBM5,6.0465983276247,1.370131604250776e-15,1.7372141491979465e-15,TRUE,WT_vs_severe
SLC7A2,6.444149280662543,1.865344823161229e-27,1.939796412190012e-26,TRUE,WT_vs_severe
ARF5,5.991797522323259,1.7694122007317683e-22,4.235468476491437e-22,TRUE,WT_vs_severe
SARM1,3.830632470218315,1.4334977878269153e-13,1.6949970382264267e-13,TRUE,WT_vs_severe
POLDIP2,7.318111065164587,9.187609216663332e-30,3.7383199162457603e-28,TRUE,WT_vs_severe
PLXND1,7.852850538756404,2.647891846587013e-28,4.155661232721009e-27,TRUE,WT_vs_severe
AK2,7.5490297549618175,5.516724803688104e-28,7.314247442051666e-27,TRUE,WT_vs_severe
FKBP4,7.269265679576695,3.5327298650879593e-31,4.996034590075942e-29,TRUE,WT_vs_severe
KDM1A,7.9158194375771,3.520157258262728e-26,2.181220759148392e-25,TRUE,WT_vs_severe
RBM6,6.830586506431497,1.982467706376116e-25,9.479540703939212e-25,TRUE,WT_vs_severe
CAMKK1,4.478061497237536,8.921340847556459e-24,2.7798414589871727e-23,TRUE,WT_vs_severe
RECQL,7.068234366541778,6.750982839217734e-26,3.786820064456139e-25,TRUE,WT_vs_severe
VPS50,3.868431673829942,1.3921825474662892e-18,2.106149409886066e-18,TRUE,WT_vs_severe
HSPB6,1.1221196332644354,1.5674417831293668e-6,1.6250573285170434e-6,TRUE,WT_vs_severe
ARHGAP33,4.476609928104387,2.6104278932495456e-12,2.9776904974600643e-12,TRUE,WT_vs_severe
NDUFAB1,5.730406579549464,7.284905967540453e-27,5.835243835620649e-26,TRUE,WT_vs_severe
ZMYND10,0.9592371069177438,0.02846000029323394,0.02857469091652965,TRUE,WT_vs_severe
SLC25A13,5.783833082289753,5.370447397084747e-21,1.043294028943088e-20,TRUE,WT_vs_severe
ST7,4.5716793436743455,6.511724613257562e-24,2.0844142036923764e-23,TRUE,WT_vs_severe
CDC27,6.755237975890036,2.9421266228824845e-24,1.0093199163239137e-23,TRUE,WT_vs_severe
HCCS,5.452112661031577,7.633166286045184e-23,1.9589063436655443e-22,TRUE,WT_vs_severe
DVL2,6.932458184168625,2.328771415950894e-26,1.547209853519819e-25,TRUE,WT_vs_severe
UPF1,7.71893321141028,4.561434362275458e-27,4.019911093474739e-26,TRUE,WT_vs_severe
SKAP2,6.255306857966097,2.8064940729516246e-21,5.650313572126006e-21,TRUE,WT_vs_severe
SLC25A5,8.774266822258879,3.1586613977898706e-26,1.987082149193533e-25,TRUE,WT_vs_severe
MCUB,4.782230841890405,5.297590110862792e-25,2.191417507291876e-24,TRUE,WT_vs_severe
POLR2J,5.87124640982982,6.955650234982573e-29,1.5207060541162084e-27,TRUE,WT_vs_severe
DHX33,6.040275355976384,6.664414422360549e-21,1.2797002581408126e-20,TRUE,WT_vs_severe
LIG3,5.892514244534688,1.3509312589774295e-20,2.4912547303178226e-20,TRUE,WT_vs_severe
RPAP3,5.654306260335712,4.619896872858284e-21,9.054301327845333e-21,TRUE,WT_vs_severe
ACSM3,1.0006764289924872,3.6600279561107833e-6,3.7814491859290587e-6,TRUE,WT_vs_severe
REXO5,4.15968078888418,1.8630006602907267e-18,2.7957867858472583e-18,TRUE,WT_vs_severe
CIAPIN1,5.832802059807555,1.0386371100639829e-26,7.926650414330039e-26,TRUE,WT_vs_severe
SPPL2B,5.949224483259279,1.4940605058854327e-14,1.8247007342610183e-14,TRUE,WT_vs_severe
ATOSB,4.093748321161493,3.623516423240928e-16,4.729713261901141e-16,TRUE,WT_vs_severe
COPZ2,4.456667328707112,4.869322074618977e-19,7.689452355786128e-19,TRUE,WT_vs_severe
PRKAR2B,3.359143911490982,4.6844757974559893e-17,6.430400144831977e-17,TRUE,WT_vs_severe
MSL3,3.627849835719713,3.1307248585939918e-18,4.622264022706858e-18,TRUE,WT_vs_severe
CREBBP,7.3627124734374805,3.1011642149787998e-21,6.205960985095626e-21,TRUE,WT_vs_severe
TSPOAP1,2.5534113706313115,3.425112754282653e-5,3.502130936086375e-5,TRUE,WT_vs_severe
GCFC2,4.655137564740037,2.083144981543653e-22,4.937045349639426e-22,TRUE,WT_vs_severe
WDR54,5.611286135257658,7.538665237380985e-22,1.6439623919372574e-21,TRUE,WT_vs_severe
CROT,3.083053134852328,4.871702461826293e-14,5.845945187736368e-14,TRUE,WT_vs_severe
KMT2E,6.097809325719095,1.5320079503917184e-22,3.7143279410475237e-22,TRUE,WT_vs_severe
RHBDD2,5.779182386372632,6.842558108788168e-25,2.75800985584758e-24,TRUE,WT_vs_severe
IBTK,5.161798890602499,2.045715104050953e-21,4.2021138662565e-21,TRUE,WT_vs_severe
ZNF195,4.116323321199338,4.65083567816089e-16,6.0305045945057e-16,TRUE,WT_vs_severe
MYCBP2,7.47072744376166,4.153750512064393e-19,6.60655703867244e-19,TRUE,WT_vs_severe
FBXL3,5.845394411935136,1.0781771877005051e-28,2.0833823274128612e-27,TRUE,WT_vs_severe
PDK2,4.594945350679621,4.257282488973994e-21,8.377956439960506e-21,TRUE,WT_vs_severe
ITGA3,10.4960049239088,2.524603823720927e-32,1.1612206587645601e-29,TRUE,WT_vs_severe
ZFX,5.01525699976588,3.536122283813854e-24,1.1959413572434922e-23,TRUE,WT_vs_severe
LAMP2,6.885731577684692,3.264067774403778e-23,8.992164596658554e-23,TRUE,WT_vs_severe
GDE1,5.537259682336071,3.9601891436922265e-26,2.4004005052922117e-25,TRUE,WT_vs_severe
REX1BD,4.66430151158032,2.3186831099064897e-25,1.080215477653748e-24,TRUE,WT_vs_severe
CRLF1,4.33624420066944,1.331612544324532e-22,3.267956991089078e-22,TRUE,WT_vs_severe
OSBPL7,4.815962779719459,6.116711204128882e-14,7.319366548947099e-14,TRUE,WT_vs_severe
TMEM98,4.7334231255109795,4.028699274844655e-22,9.137112293288927e-22,TRUE,WT_vs_severe
MAP3K14,5.94822790906462,1.0659256261114332e-18,1.627605281239355e-18,TRUE,WT_vs_severe
TMEM132A,7.419292853044587,3.74921222728922e-23,1.0187872989355097e-22,TRUE,WT_vs_severe
AP2B1,8.4604827988324125,8.27058142426818e-32,2.3549496012576943e-29,TRUE,WT_vs_severe
ZNF263,5.5534879909320205,3.950590637446607e-22,8.975135530627655e-22,TRUE,WT_vs_severe
SPATA20,6.380528406900489,3.02926837268753e-24,1.0362420042611605e-23,TRUE,WT_vs_severe
CACNA1G,2.00413740014327,7.214749063735396e-12,8.142038695216723e-12,TRUE,WT_vs_severe
TNFRSF12A,7.2783349964860795,1.8914928455221144e-24,6.801071238604621e-24,TRUE,WT_vs_severe
DLX6,2.2013462924153835,7.638496235487216e-13,8.831942036178248e-13,TRUE,WT_vs_severe
MAP3K9,5.1193432655248925,3.380334964944957e-25,1.4955762429070195e-24,TRUE,WT_vs_severe
RALA,6.75325155486189,2.318030135677491e-26,1.5426445404878752e-25,TRUE,WT_vs_severe
BAIAP2L1,6.005292114836841,5.808776303736786e-24,1.880540222425236e-23,TRUE,WT_vs_severe
KDM7A,4.121410005655785,2.255748507222408e-12,2.5765517094434365e-12,TRUE,WT_vs_severe
ETV1,5.066843370384397,2.0991205867599147e-20,3.796639911836331e-20,TRUE,WT_vs_severe
ALDH3B1,4.612817065976994,9.72862207726072e-22,2.0861501061854213e-21,TRUE,WT_vs_severe
PHTF2,5.739465874092233,1.6316022584929194e-23,4.7842714461005405e-23,TRUE,WT_vs_severe
FARP2,5.3406437138576415,6.612222443516705e-19,1.0285583793186302e-18,TRUE,WT_vs_severe
GGCT,6.009652108547875,8.298568579254592e-27,6.529117213112214e-26,TRUE,WT_vs_severe
DBF4,5.554034750410124,3.3093206483342663e-19,5.302983469573829e-19,TRUE,WT_vs_severe
TBXA2R,2.84874983626853,3.3142998044110816e-19,5.310250718241175e-19,TRUE,WT_vs_severe
IFRD1,4.226731397249681,1.369000115004288e-23,4.090922632517811e-23,TRUE,WT_vs_severe
COX10,4.793080722725342,1.1669396051836391e-17,1.6611630446841018e-17,TRUE,WT_vs_severe
GTF2IRD1,6.250191451749919,4.24869736644204e-25,1.8185458770680157e-24,TRUE,WT_vs_severe
PAF1,6.739978908531582,1.4725902840552009e-27,1.602430137126128e-26,TRUE,WT_vs_severe
VPS41,6.826147228647087,7.993322580958143e-24,2.5122771286643474e-23,TRUE,WT_vs_severe
ARHGAP44,1.7023217854391532,1.3882551322943672e-7,1.4582470906551022e-7,TRUE,WT_vs_severe
ELAC2,6.976289091296361,2.832661760383652e-22,6.571445585340076e-22,TRUE,WT_vs_severe
SCIN,6.639975769177984,9.39311483328456e-22,2.0185491516846372e-21,TRUE,WT_vs_severe
PNPLA4,4.270211702662194,9.580773150154958e-22,2.056289772123172e-21,TRUE,WT_vs_severe
MYH13,4.127690317550736,2.9104746140404407e-19,4.690252783898347e-19,TRUE,WT_vs_severe
ADIPOR2,6.583320558597812,5.228577305344296e-29,1.2480953280691366e-27,TRUE,WT_vs_severe
CDKL3,1.9151481912595099,2.769916581641224e-11,3.087466902772616e-11,TRUE,WT_vs_severe
MARK4,6.444248554003797,1.2410220623130488e-22,3.0581872745109725e-22,TRUE,WT_vs_severe
CCDC124,6.752679376017727,1.0400639543819368e-25,5.431892263134632e-25,TRUE,WT_vs_severe
PAFAH1B1,7.000273338476465,2.444258017886716e-29,7.183319875348066e-28,TRUE,WT_vs_severe
BLTP2,8.402594326150654,4.678134004355769e-22,1.0484596056613688e-21,TRUE,WT_vs_severe
TRAPPC6A,2.8291729752559256,1.9116017050582033e-9,2.0606494312953897e-9,TRUE,WT_vs_severe
ST7L,3.577520937364293,1.588645763565095e-21,3.305831683743687e-21,TRUE,WT_vs_severe
RPUSD1,5.7340383601040585,6.608606306332701e-19,1.0281296060548039e-18,TRUE,WT_vs_severe
RHBDF1,6.418991553070438,5.247198555234747e-21,1.0205114249805228e-20,TRUE,WT_vs_severe
LUC7L,5.275329947444111,2.516211499562757e-21,5.099368466915948e-21,TRUE,WT_vs_severe
BAIAP3,2.861354774455561,1.1496177066388626e-11,1.2912818778711522e-11,TRUE,WT_vs_severe
TSR3,5.60736672088769,4.568244615583021e-27,4.020542072648409e-26,TRUE,WT_vs_severe
PIGQ,5.729344290395024,2.0231270536749896e-18,3.026591998361171e-18,TRUE,WT_vs_severe
CRAMP1,5.580675995169343,8.644775831524499e-18,1.240197626789845e-17,TRUE,WT_vs_severe
TEAD3,5.005942705410317,3.3711184696897464e-18,4.968598198055173e-18,TRUE,WT_vs_severe
DNAJC11,6.3763180255868335,7.690013943131743e-19,1.1900216970226775e-18,TRUE,WT_vs_severe
MYLIP,3.118845895924299,1.866853165333762e-21,3.848594553391908e-21,TRUE,WT_vs_severe
E2F2,2.3472061119642302,1.6882777017194906e-4,1.717722735652832e-4,TRUE,WT_vs_severe
PSMB1,7.3900988465125215,1.8819548640827304e-25,9.038673983761195e-25,TRUE,WT_vs_severe
JARID2,5.230625891561236,5.931571512941525e-23,1.554320288059811e-22,TRUE,WT_vs_severe
CDKL5,2.6880216559209735,1.0324251916036156e-8,1.0992497210102955e-8,TRUE,WT_vs_severe
CDK11A,4.8464476147313045,7.444527042732231e-16,9.557605894152954e-16,TRUE,WT_vs_severe
NADK,6.512431278900113,1.288044536019427e-20,2.3814236030852495e-20,TRUE,WT_vs_severe
CYTH3,6.924228465794517,1.4487043337708252e-27,1.5836430646769012e-26,TRUE,WT_vs_severe
ADAM22,4.8021544516675645,5.043187516658181e-20,8.777685855292561e-20,TRUE,WT_vs_severe
SYPL1,5.787282013299297,5.86206764397031e-26,3.3558864027879817e-25,TRUE,WT_vs_severe
CYB561,3.602766922942996,7.142437776877175e-12,8.063477142799409e-12,TRUE,WT_vs_severe
SPAG9,7.453255977666433,1.1081048493789821e-26,8.37662825140534e-26,TRUE,WT_vs_severe
CELSR3,6.626362918728659,4.1772236419744397e-19,6.641241363250774e-19,TRUE,WT_vs_severe
AASS,5.425758022606381,2.7037961763042568e-22,6.290797368175605e-22,TRUE,WT_vs_severe
SS18L2,3.722098897818529,3.721613791690102e-20,6.548003433106066e-20,TRUE,WT_vs_severe
MPND,2.668555178929418,3.134402424896889e-17,4.339969734785446e-17,TRUE,WT_vs_severe
MGST1,5.420709457369374,7.56412642781616e-26,4.157140990360913e-25,TRUE,WT_vs_severe
CRY1,4.798447359616017,3.5187784232455635e-17,4.854761324826222e-17,TRUE,WT_vs_severe
NFIX,7.492651244398512,5.50626304740531e-28,7.309893504948551e-27,TRUE,WT_vs_severe
ST3GAL1,4.188539998874424,4.581074062578492e-19,7.252457600526368e-19,TRUE,WT_vs_severe
MMP25,4.278018781017597,3.6896617334523125e-13,4.3073667190898285e-13,TRUE,WT_vs_severe
IL32,2.9732090389498276,3.608132481278466e-10,3.9316315575042524e-10,TRUE,WT_vs_severe
PKD1,7.73015907949405,3.2826984555390866e-18,4.843053396224023e-18,TRUE,WT_vs_severe
MED24,6.426459224408827,1.3879183376049486e-22,3.393603639218479e-22,TRUE,WT_vs_severe
RHOBTB2,5.249537146608674,6.221670675516546e-16,8.0203686114587005e-16,TRUE,WT_vs_severe
HEATR5B,5.657804323106649,1.8457829072686572e-24,6.650713404045155e-24,TRUE,WT_vs_severe
SEC62,7.227405502771899,1.1171300105078422e-25,5.760999480665496e-25,TRUE,WT_vs_severe
RPS20,9.484195225305909,3.1776587553453356e-27,2.9781834682738926e-26,TRUE,WT_vs_severe
CSDE1,9.323685748892538,7.950394167663051e-31,8.414049898325879e-29,TRUE,WT_vs_severe
UBE3C,7.2114940374760215,7.261103487649543e-29,1.5629571428415028e-27,TRUE,WT_vs_severe
REV3L,5.791299588306973,2.2649139403048724e-16,2.9886467849614883e-16,TRUE,WT_vs_severe
TENM1,2.2928426185366377,6.852149820162306e-10,7.423886546414298e-10,TRUE,WT_vs_severe
FAM76A,3.1529663615943484,1.5834756949574994e-18,2.385586525068876e-18,TRUE,WT_vs_severe
POMT2,5.618586042538484,3.8931037064580105e-20,6.841679239607839e-20,TRUE,WT_vs_severe
VTA1,6.118458509074524,6.991044180366633e-24,2.2235610998139512e-23,TRUE,WT_vs_severe
MLXIPL,2.602933426524966,8.811779156852961e-11,9.72858815886305e-11,TRUE,WT_vs_severe
BAZ1B,7.461172224204635,5.240894297019743e-19,8.234904072797149e-19,TRUE,WT_vs_severe
RANBP9,6.202971286459292,3.2155632477733775e-23,8.874895195043116e-23,TRUE,WT_vs_severe
SPRTN,3.9166936896672127,3.437579619032211e-21,6.836855922834893e-21,TRUE,WT_vs_severe
METTL13,6.699405609705585,1.073936615284374e-26,8.157837976259095e-26,TRUE,WT_vs_severe
DYRK4,3.1917249437276083,1.840899879139197e-18,2.7636607650797958e-18,TRUE,WT_vs_severe
ZNF207,7.8246394695488775,1.4373990344077043e-28,2.58105931718945e-27,TRUE,WT_vs_severe
UQCRC1,7.881067560855588,2.4794622869426078e-26,1.6256518360497065e-25,TRUE,WT_vs_severe
STARD3NL,6.0705887210546505,1.9448058989672008e-23,5.621932256647028e-23,TRUE,WT_vs_severe
CD9,5.559044409631927,6.18344521717433e-19,9.649983211821456e-19,TRUE,WT_vs_severe
NCAPD2,8.682365245472841,1.2753405487612883e-30,1.105202726277989e-28,TRUE,WT_vs_severe
IFFO1,4.301442615546584,1.2119105638056198e-19,2.0219361652554974e-19,TRUE,WT_vs_severe
GIPR,2.1439650367100804,1.7252092006652909e-9,1.8607302336540596e-9,TRUE,WT_vs_severe
PHF7,3.465957351165939,1.2959592501725883e-19,2.1582476915212343e-19,TRUE,WT_vs_severe
SEMA3G,4.534162167088995,4.016812277754525e-21,7.921678434971366e-21,TRUE,WT_vs_severe
NISCH,6.507035722745482,4.6714797083579813e-17,6.413296502382401e-17,TRUE,WT_vs_severe
FUZ,6.381964968660317,9.616044166232583e-28,1.1374705458355634e-26,TRUE,WT_vs_severe
IDS,7.883816583085289,2.638897702301238e-31,4.264672651597365e-29,TRUE,WT_vs_severe
ZNF200,3.970630932260567,2.4208878742716134e-19,3.929342845875981e-19,TRUE,WT_vs_severe
LRRC23,2.2713778845546675,1.7056343581341367e-10,1.8692889744250494e-10,TRUE,WT_vs_severe
HFE,2.114792990772783,5.5016930794305275e-11,6.096622269913795e-11,TRUE,WT_vs_severe
SCMH1,6.071796978492293,4.823717983009649e-27,4.186273102961712e-26,TRUE,WT_vs_severe
FYN,5.698372055741203,3.660216722185501e-23,9.966718650343841e-23,TRUE,WT_vs_severe
HIVEP2,5.592859266182224,8.653338986570138e-23,2.1943443795672666e-22,TRUE,WT_vs_severe
ELOA,6.964616272293058,1.086125022657558e-23,3.3245377901105033e-23,TRUE,WT_vs_severe
LYPLA2,7.001613154434714,1.6276889385882473e-29,5.392114132015748e-28,TRUE,WT_vs_severe
CLCN6,6.483041403961917,2.3779187297376335e-27,2.346330865423462e-26,TRUE,WT_vs_severe
MRC2,8.646314359064874,1.9698308001273652e-28,3.280947985894591e-27,TRUE,WT_vs_severe
NME1-NME2,3.577869335529714,1.3265980200996919e-12,1.5248736757374293e-12,TRUE,WT_vs_severe
TSPAN9,6.157142313056345,1.9147273273196607e-27,1.9825302257502877e-26,TRUE,WT_vs_severe
BTBD7,3.929523806746501,6.7210946434338275e-19,1.0448143876358397e-18,TRUE,WT_vs_severe
APBA3,4.3594827030165115,6.6229648770309705e-22,1.4559565618458341e-21,TRUE,WT_vs_severe
MKS1,3.296197394710779,1.5583649938617098e-16,2.074870514539322e-16,TRUE,WT_vs_severe
ABHD5,1.911771333337178,5.644970566562982e-6,5.820174412063686e-6,TRUE,WT_vs_severe
ANOS1,4.547167868633861,8.043350229931132e-19,1.2427703540018915e-18,TRUE,WT_vs_severe
AKAP8L,6.59331128371688,9.762028134957377e-26,5.165667896723684e-25,TRUE,WT_vs_severe
MBTD1,4.133239825151586,2.162653268300606e-21,4.425593845928636e-21,TRUE,WT_vs_severe
UTP18,5.9263591574581405,7.186748581088615e-25,2.87638307500799e-24,TRUE,WT_vs_severe
RNF216,7.1019300933029585,6.551428364509085e-20,1.1271548239269766e-19,TRUE,WT_vs_severe
TTC19,6.139591596763896,1.3019013653530988e-22,3.2009536242306145e-22,TRUE,WT_vs_severe
PTBP1,9.15651363532995,2.9398012427935926e-27,2.801361200204667e-26,TRUE,WT_vs_severe
DPF1,3.620065155158025,6.231164118659961e-13,7.215889580231865e-13,TRUE,WT_vs_severe
SYT7,3.2824689525055253,1.8118760620955433e-18,2.7207717009794832e-18,TRUE,WT_vs_severe
LARS2,3.857204371409726,4.8933739431113544e-18,7.134827967040806e-18,TRUE,WT_vs_severe
PIK3C2A,6.723289009610419,9.454234916817878e-25,3.6649333993589955e-24,TRUE,WT_vs_severe
PLAUR,7.301963250049618,4.390619458488951e-22,9.89399248239483e-22,TRUE,WT_vs_severe
ANLN,8.502281421640403,2.0112637484726407e-26,1.376800410302479e-25,TRUE,WT_vs_severe
WIZ,6.081677203673434,2.8168866490045396e-21,5.6690258779257975e-21,TRUE,WT_vs_severe
RABGAP1,6.323357616224957,1.8575747221918493e-25,8.943130476124126e-25,TRUE,WT_vs_severe
QPCTL,5.255264827355357,6.337644576786335e-20,1.0916852602971868e-19,TRUE,WT_vs_severe
PPP5C,7.215151782140307,3.3463925302743386e-31,4.996034590075942e-29,TRUE,WT_vs_severe
CEP68,4.109058316032725,5.018764992053889e-26,2.939246353573578e-25,TRUE,WT_vs_severe
MAP4K3,4.926807879894179,2.6632710423672256e-21,5.385535744955978e-21,TRUE,WT_vs_severe
LDAF1,3.3979925706062875,3.157150928210938e-13,3.6914712505352567e-13,TRUE,WT_vs_severe
GABRA3,3.779746569864786,7.9468770631063e-19,1.22849926056991e-18,TRUE,WT_vs_severe
BRCA1,5.5041031072951085,1.525743531002889e-13,1.802288313637253e-13,TRUE,WT_vs_severe
ERCC1,6.311701784683304,8.057171854623403e-24,2.5283578643254076e-23,TRUE,WT_vs_severe
CD22,2.6952165030346387,3.802391569932554e-14,4.5761095687655646e-14,TRUE,WT_vs_severe
SEMA3B,6.441701907292219,1.1515658700610007e-22,2.856580842161275e-22,TRUE,WT_vs_severe
MBTPS2,5.439552685041428,2.150176529525273e-23,6.150194000620124e-23,TRUE,WT_vs_severe
PRICKLE3,4.309605679937172,1.6318290181991893e-23,4.7842714461005405e-23,TRUE,WT_vs_severe
EXTL3,7.705619248372962,5.027172360871997e-28,6.762649523472239e-27,TRUE,WT_vs_severe
ELOVL5,7.467395265560049,2.802807628463367e-21,5.6457430400527884e-21,TRUE,WT_vs_severe
KDM5D,4.19711398416339,6.653301670829071e-12,7.516232257835336e-12,TRUE,WT_vs_severe
CALCOCO1,5.538061766594343,2.9406627233488542e-21,5.8995781762336765e-21,TRUE,WT_vs_severe
UBR7,6.139841928277274,2.3366311272682567e-24,8.24056964051934e-24,TRUE,WT_vs_severe
MAP4K5,5.892645132975908,4.480886008477374e-27,3.95767472491735e-26,TRUE,WT_vs_severe
EHD3,5.085551041504009,7.373455374986818e-19,1.1428091346483586e-18,TRUE,WT_vs_severe
PSMC4,7.11340338448293,7.46759823965925e-28,9.37677618943437e-27,TRUE,WT_vs_severe
MAN2B2,5.873885984929431,1.840057043934173e-25,8.86950511423167e-25,TRUE,WT_vs_severe
SLC25A39,7.042554390160936,2.1368851464513828e-26,1.4462370948733496e-25,TRUE,WT_vs_severe
MVP,7.0510290358376535,1.3351203594932274e-28,2.460200982924423e-27,TRUE,WT_vs_severe
NUB1,6.290164570056493,1.2934218853024166e-23,3.890350182678974e-23,TRUE,WT_vs_severe
PGM3,5.501826991448479,2.475581809296427e-22,5.793636567001169e-22,TRUE,WT_vs_severe
RWDD2A,3.211000068924786,2.3184417451777005e-13,2.723332170767127e-13,TRUE,WT_vs_severe
CLK1,5.3840112323045695,8.48193921003696e-20,1.4383935197508795e-19,TRUE,WT_vs_severe
POLR3B,4.8087963576337245,3.084401234117258e-16,4.041454405479159e-16,TRUE,WT_vs_severe
ANGEL1,4.75452707656543,2.585481501009308e-25,1.1864840088476714e-24,TRUE,WT_vs_severe
RNF14,6.2449485790088914,1.811007015329686e-27,1.8964827404840382e-26,TRUE,WT_vs_severe
DNASE1L1,5.409202330707559,6.897146322945573e-21,1.3220543817295417e-20,TRUE,WT_vs_severe
DDX11,6.875474820631591,2.9201877751095403e-15,3.653748232112889e-15,TRUE,WT_vs_severe
HEBP1,4.988609242015731,7.65383436892422e-19,1.1845762290405686e-18,TRUE,WT_vs_severe
GPRC5A,7.636812328102384,9.283722927913674e-21,1.7470345003134483e-20,TRUE,WT_vs_severe
MAMLD1,3.908573135578386,6.567077319061372e-19,1.0219346474776181e-18,TRUE,WT_vs_severe
TACC3,7.697933352772668,4.7293949597148005e-27,4.1193615676059215e-26,TRUE,WT_vs_severe
UFL1,5.464077371704363,5.1396780371165235e-21,1.0004135684550212e-20,TRUE,WT_vs_severe
POLA2,5.20316103271145,7.9986689166237e-15,9.85231038973147e-15,TRUE,WT_vs_severe
ZC3H3,5.786053363024478,6.59280000838279e-27,5.38547099045422e-26,TRUE,WT_vs_severe
CAPN1,7.5374244327415925,7.20534920311249e-30,3.3053933872575074e-28,TRUE,WT_vs_severe
MDH1,6.889022356467318,1.232455919632987e-26,9.087161082073173e-26,TRUE,WT_vs_severe
SLC30A9,6.58997129103365,1.3276670349842986e-26,9.657889337820697e-26,TRUE,WT_vs_severe
MTMR11,5.269578514269094,1.3204744736170254e-23,3.9588735997516945e-23,TRUE,WT_vs_severe
COX15,5.800476591103874,1.7489004091180632e-25,8.477948922838638e-25,TRUE,WT_vs_severe
CCDC88C,5.630331823978178,8.064158138927267e-24,2.5292228477165273e-23,TRUE,WT_vs_severe
YAF2,3.7735251464888546,2.32034175144279e-16,3.060435315485202e-16,TRUE,WT_vs_severe
ZMYND11,5.944907259812322,1.956497161289178e-20,3.5494158907550483e-20,TRUE,WT_vs_severe
BID,5.3804583723073565,1.9311012114414343e-26,1.329535946322862e-25,TRUE,WT_vs_severe
MATR3,7.254071879761054,3.5302344940938137e-25,1.5498558852741525e-24,TRUE,WT_vs_severe
XYLT2,6.570604967919728,2.0508812592860822e-25,9.752083093360738e-25,TRUE,WT_vs_severe
RGPD5,5.50306623818684,4.530420696537782e-19,7.179870276954059e-19,TRUE,WT_vs_severe
NUDCD3,7.915570346055417,5.58556392738636e-26,3.21913130068868e-25,TRUE,WT_vs_severe
GLT8D1,5.723091873852873,1.6879589978776795e-24,6.1319263838454345e-24,TRUE,WT_vs_severe
ATP2C1,7.453695863398123,2.210103806231421e-31,3.944870361003219e-29,TRUE,WT_vs_severe
RALBP1,7.117155283553882,1.2735569566091715e-26,9.326453494300147e-26,TRUE,WT_vs_severe
RUFY3,4.8049920548207945,1.404737703272926e-21,2.9483191609445718e-21,TRUE,WT_vs_severe
